transferid,organid,fromhospitalid,tohospitalid,pickuptime,deliverytime,transportationmode,preservation,conditiononarrival
9990703,333484,46,11,2020-10-09 20:10:24,2020-10-10 11:55:24,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990704,333491,10,41,2020-06-26 06:13:30,2020-06-26 14:09:30,Medical Courier Service,Cryopreservation,Compromised - Significant ischemic injury
9990705,333453,49,38,2021-04-17 04:03:01,2021-04-17 18:17:01,Helicopter,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990706,333942,24,31,2021-10-23 01:09:08,2021-10-23 18:29:08,Charter Jet,Cryopreservation,Good - Minor superficial bruising - viable
9990707,334219,25,32,2019-04-20 06:17:49,2019-04-20 13:18:49,Charter Jet,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990708,333852,49,3,2023-12-19 08:15:09,2023-12-20 03:16:09,Medical Courier Service,Cryopreservation,Compromised - Significant ischemic injury
9990709,334032,35,27,2024-08-26 13:08:49,2024-08-27 04:42:49,Charter Jet,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990710,333534,20,19,2022-03-03 10:37:41,2022-03-04 04:55:41,Helicopter,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990711,334053,15,27,2018-10-06 16:46:28,2018-10-07 14:01:28,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990712,333812,18,10,2020-08-26 15:42:27,2020-08-27 05:26:27,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990713,333849,24,49,2024-08-19 04:02:38,2024-08-19 13:22:38,Charter Jet,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990714,333398,4,5,2020-03-07 00:43:46,2020-03-07 03:36:46,Specialized Ambulance,Cryopreservation,Excellent - No signs of damage or degradation
9990715,333886,2,46,2020-04-14 10:05:45,2020-04-14 14:00:45,Medical Courier Service,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990716,334077,25,40,2020-08-23 22:00:27,2020-08-24 10:56:27,Helicopter,Cryopreservation,Compromised - Significant ischemic injury
9990717,333458,9,48,2019-05-29 14:01:31,2019-05-29 17:34:31,Helicopter,Cryopreservation,Good - Minor superficial bruising - viable
9990718,334295,7,37,2022-03-03 14:25:31,2022-03-04 00:13:31,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990719,333937,34,12,2021-08-03 17:15:37,2021-08-04 05:41:37,Helicopter,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990720,334286,23,43,2019-10-06 06:10:23,2019-10-07 00:29:23,Air Transport (Commercial),Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990721,333462,16,49,2022-02-10 12:27:08,2022-02-11 04:49:08,Helicopter,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990722,333560,40,27,2019-09-29 12:43:58,2019-09-30 01:48:58,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990723,333544,39,1,2023-11-29 03:37:36,2023-11-29 10:55:36,Medical Courier Service,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990724,333408,36,28,2023-09-19 06:26:53,2023-09-20 00:34:53,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990725,333806,25,26,2020-05-23 00:28:17,2020-05-23 13:48:17,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990726,333608,17,16,2019-07-25 05:19:31,2019-07-25 10:19:31,Helicopter,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990727,333379,36,31,2024-10-01 07:50:53,2024-10-01 21:26:53,Charter Jet,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990728,333860,28,13,2022-10-21 21:38:35,2022-10-22 11:12:35,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990729,334285,13,19,2018-12-01 14:44:57,2018-12-02 13:46:57,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990730,333902,31,2,2019-02-25 18:27:56,2019-02-26 03:48:56,Helicopter,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990731,333889,49,31,2020-04-08 05:56:47,2020-04-08 11:29:47,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990732,333770,7,20,2024-08-26 00:10:35,2024-08-26 02:50:35,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990733,334015,6,10,2022-03-27 01:40:38,2022-03-27 18:19:38,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990734,333546,33,6,2019-09-05 07:32:34,2019-09-05 18:50:34,Medical Courier Service,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990735,333720,24,26,2022-03-05 07:01:42,2022-03-06 03:23:42,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990736,334073,43,3,2018-06-10 16:02:39,2018-06-11 02:48:39,Helicopter,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990737,333343,42,44,2018-06-19 03:15:49,2018-06-19 21:31:49,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990738,333532,15,22,2022-11-21 17:31:48,2022-11-22 17:48:48,Helicopter,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990739,333855,11,7,2018-11-18 04:45:43,2018-11-18 15:30:43,Helicopter,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990740,334112,38,19,2020-06-21 08:40:08,2020-06-21 22:13:08,Medical Courier Service,Cryopreservation,Compromised - Significant ischemic injury
9990741,333419,44,23,2019-10-14 21:22:13,2019-10-15 07:05:13,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990742,333646,7,23,2024-05-02 08:23:54,2024-05-03 03:06:54,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990743,333678,7,9,2018-07-01 09:17:01,2018-07-02 08:32:01,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990744,333983,37,12,2024-08-13 02:40:23,2024-08-13 19:37:23,Helicopter,Cryopreservation,Compromised - Significant ischemic injury
9990745,333815,2,17,2020-03-17 12:23:29,2020-03-18 12:27:29,Medical Courier Service,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990746,334176,22,28,2023-03-08 15:14:04,2023-03-09 01:10:04,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990747,333633,5,44,2019-07-25 22:01:31,2019-07-26 17:17:31,Helicopter,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990748,333726,20,46,2021-11-15 09:37:05,2021-11-16 02:03:05,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990749,333913,21,1,2024-04-24 01:09:26,2024-04-24 15:46:26,Helicopter,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990750,333861,44,24,2024-07-24 12:19:27,2024-07-25 11:05:27,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990751,334229,34,12,2023-01-13 23:48:32,2023-01-14 02:28:32,Helicopter,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990752,333434,48,25,2021-05-22 21:57:37,2021-05-23 21:39:37,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990753,333502,19,40,2024-05-19 09:53:04,2024-05-19 19:08:04,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990754,334122,27,24,2018-11-07 17:05:39,2018-11-08 03:04:39,Helicopter,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990755,333335,29,7,2021-05-11 12:52:03,2021-05-11 21:11:03,Medical Courier Service,Cryopreservation,Excellent - No signs of damage or degradation
9990756,334169,15,41,2021-09-09 10:36:17,2021-09-09 20:45:17,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990757,333464,15,32,2022-06-06 21:03:03,2022-06-07 17:48:03,Charter Jet,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990758,333406,4,2,2020-12-06 12:56:16,2020-12-07 05:01:16,Medical Courier Service,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990759,334081,39,22,2019-09-21 20:42:02,2019-09-22 06:47:02,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990760,333961,11,42,2024-02-23 07:09:37,2024-02-23 21:42:37,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990761,333382,10,37,2020-08-17 03:44:05,2020-08-18 02:23:05,Charter Jet,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990762,334069,44,48,2023-04-21 13:55:09,2023-04-21 17:23:09,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990763,334090,25,29,2019-11-07 17:03:56,2019-11-08 08:55:56,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990764,333514,31,9,2021-09-01 03:31:18,2021-09-01 11:48:18,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990765,333598,11,12,2025-05-18 04:18:56,2025-05-19 02:14:56,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990766,334233,12,23,2018-12-24 05:59:21,2018-12-24 16:14:21,Charter Jet,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990767,334196,39,31,2019-04-18 22:31:48,2019-04-19 08:35:48,Helicopter,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990768,333725,8,44,2025-05-18 01:50:12,2025-05-18 08:35:12,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990769,333405,15,22,2024-04-22 20:27:22,2024-04-23 11:30:22,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990770,334254,12,35,2023-08-22 01:44:47,2023-08-22 06:46:47,Helicopter,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990771,333951,2,30,2023-03-15 10:09:24,2023-03-15 15:14:24,Air Transport (Commercial),Cryopreservation,Excellent - No signs of damage or degradation
9990772,334080,34,43,2019-11-17 20:09:51,2019-11-18 16:54:51,Specialized Ambulance,Cryopreservation,Good - Minor superficial bruising - viable
9990773,333549,9,40,2018-11-20 18:51:28,2018-11-21 18:41:28,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990774,334187,49,1,2018-07-15 22:47:42,2018-07-16 03:19:42,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990775,334274,42,46,2024-01-05 09:35:29,2024-01-05 23:19:29,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990776,333568,9,5,2023-12-27 08:46:31,2023-12-28 02:49:31,Charter Jet,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990777,333733,43,21,2022-02-12 18:20:07,2022-02-13 11:56:07,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990778,333922,41,39,2022-11-07 20:47:08,2022-11-08 11:10:08,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990779,333334,26,35,2022-03-09 07:50:11,2022-03-09 16:18:11,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990780,333630,43,18,2019-01-21 13:16:49,2019-01-21 19:50:49,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990781,333592,32,20,2025-05-28 10:05:00,2025-05-28 18:21:00,Helicopter,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990782,333715,45,28,2020-04-23 20:08:24,2020-04-24 20:40:24,Charter Jet,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990783,334059,39,47,2019-01-08 07:18:58,2019-01-09 06:34:58,Charter Jet,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990784,333685,28,50,2021-12-10 18:37:57,2021-12-11 19:23:57,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990785,333343,43,49,2020-04-23 05:39:20,2020-04-24 05:42:20,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990786,334055,41,36,2024-10-19 10:19:30,2024-10-19 23:20:30,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990787,333939,5,10,2025-02-22 05:43:05,2025-02-23 00:10:05,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990788,333917,32,13,2023-09-08 07:19:06,2023-09-08 11:19:06,Helicopter,Cryopreservation,Excellent - No signs of damage or degradation
9990789,334031,3,20,2023-05-28 19:28:42,2023-05-29 06:24:42,Helicopter,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990790,333690,6,26,2021-01-28 06:58:13,2021-01-28 09:32:13,Medical Courier Service,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990791,333622,14,17,2023-02-06 16:45:48,2023-02-07 02:21:48,Medical Courier Service,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990792,333951,37,48,2024-08-31 05:04:18,2024-08-31 21:27:18,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990793,334286,7,33,2023-04-28 11:19:38,2023-04-28 16:16:38,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990794,334271,16,15,2024-04-22 04:44:30,2024-04-22 13:38:30,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990795,334011,41,3,2020-01-13 04:33:41,2020-01-14 05:18:41,Charter Jet,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990796,334077,48,41,2025-03-28 21:38:36,2025-03-29 03:45:36,Specialized Ambulance,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990797,333362,16,2,2022-02-02 05:31:13,2022-02-03 03:05:13,Charter Jet,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990798,334131,1,45,2018-12-31 10:17:25,2019-01-01 05:22:25,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990799,334229,16,5,2021-09-10 02:17:47,2021-09-10 20:43:47,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990800,333996,17,15,2022-07-25 10:49:06,2022-07-25 20:39:06,Medical Courier Service,Cryopreservation,Good - Minor superficial bruising - viable
9990801,333576,4,25,2023-10-25 04:32:16,2023-10-26 00:39:16,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990802,333984,41,16,2021-02-08 01:28:13,2021-02-09 01:51:13,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990803,333719,21,26,2021-05-02 06:03:27,2021-05-02 22:28:27,Helicopter,Cryopreservation,Excellent - No signs of damage or degradation
9990804,334158,11,6,2021-02-14 11:22:46,2021-02-14 18:57:46,Helicopter,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990805,334222,7,39,2019-09-21 12:16:20,2019-09-22 11:22:20,Medical Courier Service,Cryopreservation,Excellent - No signs of damage or degradation
9990806,333456,7,5,2023-05-12 13:20:30,2023-05-13 09:12:30,Charter Jet,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990807,333708,48,33,2018-12-18 04:33:29,2018-12-18 21:07:29,Specialized Ambulance,Cryopreservation,Excellent - No signs of damage or degradation
9990808,333506,31,33,2022-08-06 01:32:21,2022-08-06 23:33:21,Helicopter,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990809,334207,33,29,2022-10-23 22:30:30,2022-10-24 19:02:30,Specialized Ambulance,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990810,333451,49,13,2018-09-10 03:48:51,2018-09-10 18:10:51,Helicopter,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990811,333987,39,48,2023-01-18 04:52:39,2023-01-19 02:54:39,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990812,334206,32,21,2022-05-20 23:23:00,2022-05-21 07:18:00,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990813,333873,25,9,2023-12-29 10:05:00,2023-12-29 19:02:00,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990814,333796,3,27,2021-11-26 16:28:26,2021-11-27 01:46:26,Charter Jet,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990815,333620,36,16,2019-04-05 10:04:07,2019-04-05 15:40:07,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990816,333928,37,28,2018-11-05 20:42:01,2018-11-06 17:08:01,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990817,333581,24,3,2025-06-16 03:22:21,2025-06-16 10:42:21,Helicopter,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990818,333598,26,30,2024-02-08 09:36:48,2024-02-08 13:43:48,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990819,333632,12,50,2021-09-19 03:40:34,2021-09-19 12:55:34,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990820,334277,48,50,2021-02-01 02:51:08,2021-02-01 18:53:08,Helicopter,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990821,333423,44,30,2019-04-08 12:30:41,2019-04-09 00:06:41,Charter Jet,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990822,333884,46,7,2021-12-03 04:34:14,2021-12-03 10:25:14,Helicopter,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990823,334064,10,6,2023-12-22 13:04:02,2023-12-23 08:21:02,Medical Courier Service,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990824,333965,11,18,2025-05-17 22:10:51,2025-05-18 11:48:51,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990825,333799,19,45,2021-04-08 03:04:02,2021-04-08 14:49:02,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990826,333866,8,15,2018-10-17 19:11:41,2018-10-18 04:37:41,Helicopter,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990827,333863,17,21,2020-03-20 08:19:47,2020-03-20 12:15:47,Medical Courier Service,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990828,334163,3,28,2023-07-26 04:56:02,2023-07-26 21:03:02,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990829,333437,28,10,2024-12-07 07:10:23,2024-12-07 14:26:23,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990830,333921,23,22,2020-09-28 00:43:21,2020-09-28 11:28:21,Medical Courier Service,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990831,334285,33,18,2020-03-10 11:12:30,2020-03-11 04:14:30,Medical Courier Service,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990832,334008,29,6,2024-05-19 05:20:34,2024-05-19 08:11:34,Charter Jet,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990833,333982,42,4,2022-01-17 06:48:33,2022-01-18 07:14:33,Specialized Ambulance,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990834,333811,47,38,2020-01-25 09:55:12,2020-01-25 11:55:12,Specialized Ambulance,Cryopreservation,Excellent - No signs of damage or degradation
9990835,333449,32,33,2021-06-02 17:53:39,2021-06-03 06:54:39,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990836,334151,36,7,2018-08-25 14:29:09,2018-08-26 08:11:09,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990837,333616,6,14,2020-03-11 13:50:40,2020-03-12 14:48:40,Specialized Ambulance,Cryopreservation,Excellent - No signs of damage or degradation
9990838,333962,44,11,2020-09-05 14:41:31,2020-09-06 07:43:31,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990839,333575,50,45,2022-11-03 23:33:50,2022-11-04 19:30:50,Helicopter,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990840,334092,49,10,2020-03-01 13:58:44,2020-03-01 21:58:44,Specialized Ambulance,Cryopreservation,Excellent - No signs of damage or degradation
9990841,334019,21,39,2024-01-20 07:45:46,2024-01-21 08:06:46,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990842,333416,3,29,2023-04-29 09:17:12,2023-04-29 22:07:12,Air Transport (Commercial),Cryopreservation,Excellent - No signs of damage or degradation
9990843,333688,49,39,2022-09-28 05:10:19,2022-09-28 17:39:19,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990844,333673,24,4,2020-11-22 02:30:59,2020-11-23 00:38:59,Charter Jet,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990845,333365,27,12,2024-06-30 11:15:49,2024-06-30 22:28:49,Charter Jet,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990846,334059,34,20,2021-06-04 20:52:27,2021-06-05 18:10:27,Helicopter,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990847,334313,39,36,2020-11-16 12:21:06,2020-11-17 00:46:06,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990848,333482,33,13,2024-02-08 09:32:10,2024-02-09 10:09:10,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990849,333547,16,24,2018-09-11 18:31:02,2018-09-11 20:57:02,Charter Jet,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990850,333760,1,6,2023-02-03 13:12:18,2023-02-03 23:35:18,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990851,333510,37,26,2021-07-27 23:11:19,2021-07-28 20:35:19,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990852,333716,22,34,2020-05-27 10:51:28,2020-05-27 22:26:28,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990853,333662,7,17,2022-02-10 01:36:34,2022-02-11 00:43:34,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990854,333963,32,11,2020-11-18 08:41:56,2020-11-18 14:02:56,Medical Courier Service,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990855,333372,46,11,2020-07-16 05:59:33,2020-07-16 12:21:33,Specialized Ambulance,Cryopreservation,Good - Minor superficial bruising - viable
9990856,333644,42,15,2022-11-03 08:41:52,2022-11-03 22:04:52,Helicopter,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990857,333380,46,39,2018-10-16 12:59:41,2018-10-17 11:08:41,Charter Jet,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990858,334175,26,7,2020-04-30 14:24:39,2020-04-30 21:46:39,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990859,333847,5,31,2020-09-30 20:49:11,2020-10-01 18:15:11,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990860,333964,42,50,2022-04-18 20:01:38,2022-04-19 16:37:38,Helicopter,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990861,333386,20,6,2025-03-12 14:58:06,2025-03-13 04:45:06,Medical Courier Service,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990862,334240,27,18,2020-01-14 15:36:40,2020-01-15 12:06:40,Charter Jet,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990863,334241,33,26,2021-03-14 05:24:55,2021-03-14 18:55:55,Charter Jet,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990864,334202,3,38,2019-07-26 08:31:21,2019-07-27 09:30:21,Charter Jet,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990865,333443,3,8,2021-07-08 15:43:41,2021-07-09 08:39:41,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990866,333842,13,44,2023-10-10 07:23:53,2023-10-10 21:32:53,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990867,333858,50,2,2023-02-28 07:25:45,2023-02-28 18:29:45,Helicopter,Cryopreservation,Good - Minor superficial bruising - viable
9990868,333902,29,10,2025-03-19 08:43:52,2025-03-19 20:30:52,Helicopter,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990869,333648,31,16,2024-12-02 14:07:17,2024-12-02 17:40:17,Helicopter,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990870,333369,2,50,2021-09-16 04:52:25,2021-09-16 17:28:25,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990871,333993,27,40,2023-04-07 22:34:07,2023-04-08 21:44:07,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990872,334042,11,30,2022-07-08 03:12:10,2022-07-08 14:21:10,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990873,333438,19,43,2023-05-06 13:26:55,2023-05-06 18:57:55,Specialized Ambulance,Cryopreservation,Excellent - No signs of damage or degradation
9990874,333950,4,18,2023-02-05 16:25:34,2023-02-05 22:29:34,Medical Courier Service,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990875,333453,20,8,2023-01-09 07:07:17,2023-01-09 18:14:17,Medical Courier Service,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990876,334047,46,36,2019-09-25 22:30:57,2019-09-26 16:14:57,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990877,333389,19,34,2020-08-15 01:16:35,2020-08-15 10:53:35,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
